seed_id,seed_rank,source_molecule_id,canonical_smiles,model_smiles,target_pKi,mw,clogp,tpsa,hbd,hba,rotatable_bonds,heavy_atoms,qed,basic_druglike_flag
FXA_PKI_GE_8p0_00155,155,CHEMBL510030,COc1ccc(-n2nc(C(N)=O)c3c2C(=O)N(c2ccc(C4(CN5CCCC5=O)CC4)cc2)CC3)cc1,COc1ccc(-n2nc(C(N)=O)c3c2C(=O)N(c2ccc(C4(CN5CCCC5=O)CC4)cc2)CC3)cc1,9.958607314841776,499.5710000000004,2.8367000000000004,110.75999999999999,1,5,7,37,0.5375237676887223,True
FXA_PKI_GE_8p0_00156,156,CHEMBL403042,COc1ccc(-n2nc(C(N)=O)cc2C(=O)Cc2ccc(-n3ccccc3=O)cc2F)cc1,COc1ccc(-n2nc(C(N)=O)cc2C(=O)Cc2ccc(-n3ccccc3=O)cc2F)cc1,9.958607314841776,446.4380000000001,2.6952000000000007,109.21000000000001,1,5,7,33,0.43921012570320966,True
FXA_PKI_GE_8p0_00157,157,CHEMBL3314442,COc1ccc(-n2nc(S(C)(=O)=O)c3c2C(=O)N(c2ccc(C(C)(C)CN(C)C)cc2)CC3)cc1,COc1ccc(-n2nc(S(C)(=O)=O)c3c2C(=O)N(c2ccc(C(C)(C)CN(C)C)cc2)CC3)cc1,9.958607314841776,496.6330000000003,3.326500000000002,84.74,0,6,7,35,0.49896261152494403,True
FXA_PKI_GE_8p0_00158,158,CHEMBL214462,Nc1noc2ccc(-n3nc(C(F)(F)F)c4[nH]c(=O)n(-c5ccc(-c6ccccc6CN6CC[C@@H](O)C6)cc5)c(=O)c43)cc12,Nc1noc2ccc(-n3nc(C(F)(F)F)c4[nH]c(=O)n(-c5ccc(-c6ccccc6CN6CC[C@@H](O)C6)cc5)c(=O)c43)cc12,9.958607314841776,603.5610000000003,3.8405000000000022,148.2,3,8,5,44,0.26933752729657867,False
FXA_PKI_GE_8p0_00159,159,CHEMBL271904,O=C1C(NS(=O)(=O)c2ccc3cc(Cl)ccc3c2)CCCN1c1ccc(-n2ccccc2=O)cc1F,O=C1C(NS(=O)(=O)c2ccc3cc(Cl)ccc3c2)CCCN1c1ccc(-n2ccccc2=O)cc1F,9.958607314841776,525.9890000000004,4.257100000000003,88.47999999999999,1,4,5,36,0.42158310529923115,True
FXA_PKI_GE_8p0_00160,160,CHEMBL512351,COc1ccc(NC(=O)c2ccc(C(=N)N(C)C)cc2)c(C(=O)Nc2ccc(Cl)cn2)c1,COc1ccc(NC(=O)c2ccc(C(=N)N(C)C)cc2)c(C(=O)Nc2ccc(Cl)cn2)c1,9.926316446103106,451.91400000000016,4.135170000000002,107.41000000000001,3,5,6,32,0.38545316609716934,True
FXA_PKI_GE_8p0_00161,161,CHEMBL369165,CCC(C)c1nc2ccc(OC3CCN(C(C)=N)CC3)cc2n1Cc1ccc2ccc(C(=N)N)cc2c1,CCC(C)c1nc2ccc(OC3CCN(C(C)=N)CC3)cc2n1Cc1ccc2ccc(C(=N)N)cc2c1,9.920818753952377,496.6590000000003,5.875740000000005,104.01,3,4,7,37,0.21960970612823819,True
FXA_PKI_GE_8p0_00162,162,CHEMBL226615,COc1cc(Cl)cc(C(=O)Nc2ccc(Cl)cn2)c1NC(=O)c1scc(CN(C)C2=NCC(C)O2)c1Cl,COc1cc(Cl)cc(C(=O)Nc2ccc(Cl)cn2)c1NC(=O)c1scc(CN(C)C2=NCC(C)O2)c1Cl,9.920818753952377,582.8970000000003,5.823000000000005,105.14999999999999,2,8,7,37,0.36357411944457063,True
FXA_PKI_GE_8p0_00163,163,CHEMBL427276,COc1cc(Cl)cc(C(=O)Nc2ccc(Cl)cn2)c1NC(=O)c1scc(CN(C2=NCCO2)C(C)(C)C)c1Cl,COc1cc(Cl)cc(C(=O)Nc2ccc(Cl)cn2)c1NC(=O)c1scc(CN(C2=NCCO2)C(C)(C)C)c1Cl,9.920818753952377,610.9510000000001,6.6032000000000055,105.14999999999999,2,8,7,39,0.31221477455456237,False
FXA_PKI_GE_8p0_00164,164,CHEMBL374306,COc1ccc(-n2nc(C(F)(F)F)c3c2C(=O)N(c2ccc(-c4ccccc4S(C)(=O)=O)cc2)CC3)c(S(N)(=O)=O)c1,COc1ccc(-n2nc(C(F)(F)F)c3c2C(=O)N(c2ccc(-c4ccccc4S(C)(=O)=O)cc2)CC3)c(S(N)(=O)=O)c1,9.920818753952377,620.6310000000001,3.8205000000000027,141.66,1,7,6,42,0.3455043416744603,False
FXA_PKI_GE_8p0_00165,165,CHEMBL461090,COc1ccc(-n2nc(C(F)(F)F)c3c2C(=O)N(c2ccc(C4(CNC5CCCC5)CC4)cc2)CC3)cc1,COc1ccc(-n2nc(C(F)(F)F)c3c2C(=O)N(c2ccc(C4(CNC5CCCC5)CC4)cc2)CC3)cc1,9.920818753952377,524.5870000000004,5.666400000000005,59.39000000000001,1,4,7,38,0.4330536120954202,True
FXA_PKI_GE_8p0_00166,166,CHEMBL468783,COc1ccc(-n2nc(C(F)(F)F)c3c2C(=O)N(c2ccc(C4(N(C)CCO)CC4)cc2)CC3)cc1,COc1ccc(-n2nc(C(F)(F)F)c3c2C(=O)N(c2ccc(C4(N(C)CCO)CC4)cc2)CC3)cc1,9.920818753952377,500.52100000000036,4.015800000000003,70.83000000000001,1,5,7,36,0.5309417515482813,True
